1,0,100,3112
0,0,1000,44642
1,0,1000,25389
0,0,2000,83403
1,0,2000,46304
0,0,3000,123705
1,0,3000,70122
0,0,4000,163822
1,0,4000,94997
0,0,5000,205076
1,0,5000,115654
0,0,6000,247418
1,0,6000,137829
0,0,7000,282983
1,0,7000,161680
0,0,10,1075
1,0,10,426
0,0,100,5742
1,0,100,3064
0,0,1000,52417
1,0,1000,27038
0,0,2000,95423
1,0,2000,52116
0,0,3000,143598
1,0,3000,78779
0,0,4000,191334
1,0,4000,107376
0,0,5000,226558
1,0,5000,132992
